Full Address,LatLong
"575 PARK AVE New York, NY 10065","[40.76502199999999, -73.9676308]"
"575 PARK AVENUE New York, NY 10065","[40.76502199999999, -73.9676308]"
"34 E 62 STREET                            New York, NY 10065","[40.765065, -73.9696869]"
"21 EAST 61ST STREET New York, NY 10065","[40.7651038, -73.97100549999999]"
"177 EAST 64TH   STREET                    New York, NY 10065","[40.76511259999999, -73.96487789999999]"
"30 EAST 62ND STREET New York, NY 10065","[40.7651537, -73.9699861]"
"30 EAST 62ND New York, NY 10065","[40.7651537, -73.9699861]"
"125 EAST 63RD   STREET New York, NY 10065","[40.7651694, -73.9667031]"
"359 EAST 68TH   STREET New York, NY 10065","[40.7654584, -73.9580679]"
"359 EAST 68TH   STREET                    New York, NY 10065","[40.7654584, -73.9580679]"
"200 EAST 66TH   STREET New York, NY 10065","[40.7654964, -73.9631442]"
"200 EAST 66TH  STREET New York, NY 10065","[40.7654964, -73.9631442]"
"181 EAST 65 STREET New York, NY 10065","[40.7655223, -73.96403]"
"181 EAST 65TH STREET New York, NY 10065","[40.7655223, -73.96403]"
"133 EAST 64TH STREET New York, NY 10065","[40.765571, -73.9660425]"
"118 EAST 64TH STREET New York, NY 10065","[40.7655861, -73.9668523]"
"593 PARK AVENUE                           New York, NY 10065","[40.7656561, -73.967277]"
"132A EAST 65TH STREET                     New York, NY 10065","[40.7657118, -73.9650923]"
"530 EAST 72ND STREET New York, NY 10021","[40.7657679, -73.9519172]"
"530 E 72 STREET New York, NY 10021","[40.7657679, -73.9519172]"
"26 EAST 63RD   STREET New York, NY 10065","[40.7658603, -73.96936149999999]"
"220 E 67TH STREET New York, NY 10065","[40.7659473, -73.9619965]"
"220 EAST 67TH   STREET New York, NY 10065","[40.7659473, -73.9619965]"
"162 EAST 66TH   STREET                    New York, NY 10065","[40.765952, -73.964022]"
"360 EAST 69TH   STREET                    New York, NY 10021","[40.7659639, -73.958158]"
"201 EAST 66 New York, NY 10065","[40.7660538, -73.96290789999999]"
"222-250 EAST 67TH STREET                  New York, NY 10065","[40.7660738, -73.9609863]"
"227 EAST 67TH   STREET                    New York, NY 10065","[40.7660791, -73.9612274]"
"105 EAST 64TH STREET New York, NY 10065","[40.76609699999999, -73.967055]"
"520 EAST 72ND   STREET New York, NY 10021","[40.766117, -73.9527438]"
"520 EAST 72ND ST New York, NY 10021","[40.766117, -73.9527438]"
"810 FIFTH AVENUE New York, NY 10065","[40.766139, -73.971223]"
"400 EAST 70TH STREET New York, NY 10021","[40.7661506, -73.9568006]"
"345 EAST 69TH STREET New York, NY 10021","[40.7661653, -73.957714]"
"345 E 69TH ST New York, NY 10021","[40.7661653, -73.957714]"
"535 EAST 72ND STREET New York, NY 10021","[40.7661682, -73.9517316]"
"715 MADISON AVENUE New York, NY 10065","[40.7662003, -73.9692055]"
"531 EAST 72ND STREET New York, NY 10021","[40.7662286, -73.9517197]"
"315 E. 68TH STREET New York, NY 10065","[40.7662371, -73.95960219999999]"
"710 MADISON AVENUE                        New York, NY 10065","[40.766272, -73.9697106]"
"219 EAST 67TH   STREET                    New York, NY 10065","[40.7662774, -73.9614685]"
"812 FIFTH AVENUE New York, NY 10065","[40.7662799, -73.9711914]"
"333 EAST 69TH New York, NY 10021","[40.7663184, -73.9580934]"
"333 EAST 69TH ST New York, NY 10021","[40.7663184, -73.9580934]"
"333 EAST 69 STREET New York, NY 10021","[40.7663184, -73.9580934]"
"712 MADISON AVENUE                        New York, NY 10065","[40.7663186, -73.9696991]"
"252 EAST 68TH   STREET New York, NY 10065","[40.7663228, -73.960906]"
"125 EAST 65TH   STREET                    New York, NY 10065","[40.76638639999999, -73.9658995]"
"139 EAST 66TH   STREET New York, NY 10065","[40.7664148, -73.9639949]"
"139 EAST 66TH STREET New York, NY 10065","[40.7664148, -73.9639949]"
"57 EAST 64TH   STREET                     New York, NY 10065","[40.76644, -73.967872]"
"316 EAST 69TH   STREET                    New York, NY 10021","[40.766452, -73.959313]"
"201 EAST 67 ST New York, NY 10065","[40.7664934, -73.9624749]"
"338 EAST 70TH   STREET                    New York, NY 10021","[40.7665101, -73.9575424]"
"1306 SECOND AVENUE New York, NY 10065","[40.7665469, -73.95970059999999]"
"521-523 EAST 72ND   STREET New York, NY 10021","[40.7665605, -73.9523301]"
"523 EAST 72ND   STREET                    New York, NY 10021","[40.7665605, -73.9523301]"
"515 E. 72ND STREET                        New York, NY 10021","[40.7666261, -73.9528235]"
"515 EAST 72ND ST New York, NY 10021","[40.7666261, -73.9528235]"
"515 EAST 72TH STREET New York, NY 10021","[40.7666261, -73.9528235]"
"515 EAST 72 STREET New York, NY 10021","[40.7666261, -73.9528235]"
"515 EAST 72ND STREET New York, NY 10021","[40.7666261, -73.9528235]"
"515 EAST 72ND   STREET                    New York, NY 10021","[40.7666261, -73.9528235]"
"31 EAST 64TH   STREET New York, NY 10065","[40.7666526, -73.9686435]"
"29 EAST 64TH STREET New York, NY 10065","[40.7666912, -73.9687234]"
"330 E. 70TH STREET New York, NY 10021","[40.7666941, -73.9578868]"
"330 EAST 70TH STREET New York, NY 10021","[40.7666941, -73.9578868]"
"625 PARK AVENUE New York, NY 10065","[40.7667158, -73.96658830000001]"
"116 EAST 66 ST New York, NY 10065","[40.76672060000001, -73.9658077]"
"116 E 66TH ST New York, NY 10065","[40.76672060000001, -73.9658077]"
"167 EAST 67TH STREET New York, NY 10065","[40.7668244, -73.9633087]"
"167 EAST 67 STREET New York, NY 10065","[40.7668244, -73.9633087]"
"301 EAST 69TH STREET New York, NY 10021","[40.766825, -73.959278]"
"12-14 EAST 64TH STREET New York, NY 10065","[40.766839, -73.970028]"
"14 EAST 64TH STREET New York, NY 10065","[40.766839, -73.970028]"
"733 MADISON AVENUE New York, NY 10065","[40.7668655, -73.9687442]"
"44 EAST 65TH STREET New York, NY 10065","[40.766878, -73.9680691]"
"422 EAST 72ND STREET New York, NY 10021","[40.76691530000001, -73.9549414]"
"422 EAST 72ND   STREET                    New York, NY 10021","[40.76691530000001, -73.9549414]"
"55 EAST 65TH STREET New York, NY 10065","[40.7669715, -73.96743769999999]"
"30 EAST 65TH   STREET New York, NY 10065","[40.7669885, -73.96844089999999]"
"30 EAST 65TH STREET New York, NY 10065","[40.7669885, -73.96844089999999]"
"19-21 EAST 64TH STREET New York, NY 10065","[40.76701389999999, -73.9693216]"
"825 5 AVENUE New York, NY 10065","[40.7670294, -73.9705601]"
"825 FIFTH AVENUE                          New York, NY 10065","[40.7670294, -73.9705601]"
"310 EAST 70 STREET New York, NY 10021","[40.7670733, -73.9587952]"
"310 E. 70TH STREET New York, NY 10021","[40.7670733, -73.9587952]"
"310 EAST 70TH STREET New York, NY 10021","[40.7670733, -73.9587952]"
"205 EAST 68TH   STREET New York, NY 10065","[40.7670912, -73.96162919999999]"
"1156 3 AVENUE New York, NY 10065","[40.7671067, -73.96298999999999]"
"1160 THIRD AVE. New York, NY 10065","[40.7671346, -73.9629075]"
"1160 3RD AVE New York, NY 10065","[40.7671346, -73.9629075]"
"420 EAST 72 ST New York, NY 10021","[40.7672544, -73.9553153]"
"420 EAST 72ND STREET New York, NY 10021","[40.7672544, -73.9553153]"
"315 EAST 70 STREET                        New York, NY 10021","[40.7673126, -73.9584378]"
"20 EAST 65TH STREET New York, NY 10065","[40.7673323, -73.9692974]"
"307 EAST 70TH   STREET                    New York, NY 10021","[40.7673999, -73.95864449999999]"
"54 EAST 66TH STREET New York, NY 10065","[40.767504, -73.967587]"
"200 E. 69 ST                              New York, NY 10021","[40.76751, -73.96175400000001]"
"522 EAST 74TH   STREET                    New York, NY 10021","[40.767526, -73.9516646]"
"1325 1 AVENUE New York, NY 10021","[40.7675501, -73.9562785]"
"834 FIFTH AVENUE New York, NY 10065","[40.7676557, -73.9702157]"
"115 EAST 67TH STREET New York, NY 10065","[40.7677517, -73.9653256]"
"233 EAST 70TH STREET New York, NY 10021","[40.7677653, -73.9595518]"
"1344 1 AVENUE New York, NY 10021","[40.7677799, -73.9553634]"
"150 EAST 69TH ST New York, NY 10065","[40.7678001, -73.9629685]"
"150 EAST 69TH STREET New York, NY 10065","[40.7678001, -73.9629685]"
"150 EAST 69TH New York, NY 10065","[40.7678001, -73.9629685]"
"300 EAST 71ST STREET New York, NY 10021","[40.7678083, -73.9585353]"
"300 EAST 71ST ST New York, NY 10021","[40.7678083, -73.9585353]"
"300 E 71ST STREET New York, NY 10021","[40.7678083, -73.9585353]"
"300 EAST 71ST   STREET New York, NY 10021","[40.7678083, -73.9585353]"
"399 EAST 72ND STREET New York, NY 10021","[40.7678227, -73.9554976]"
"321 EAST 71ST STREET New York, NY 10021","[40.767835, -73.9576342]"
"321 EAST 71ST   STREET New York, NY 10021","[40.767835, -73.9576342]"
"650 PARK AVENUE New York, NY 10065","[40.767871, -73.96673299999999]"
"53 EAST 66TH STREET New York, NY 10065","[40.767899, -73.96746499999999]"
"212 EAST 70TH   STREET                    New York, NY 10021","[40.7679382, -73.9608026]"
"410 EAST 73RD STREET New York, NY 10021","[40.767988, -73.9548446]"
"350 EAST 72ND   STREET New York, NY 10021","[40.7680605, -73.9569554]"
"116 EAST 68 STREET New York, NY 10065","[40.7680627, -73.9649353]"
"340 EAST 72ND STREET New York, NY 10021","[40.76806879999999, -73.9572439]"
"44 EAST 67TH STREET                       New York, NY 10065","[40.7680929, -73.9670474]"
"1347 1 AVENUE                             New York, NY 10021","[40.768137, -73.9559651]"
"402 EAST 73RD STREET                      New York, NY 10021","[40.768147, -73.955125]"
"21 EAST 66TH STREET                       New York, NY 10065","[40.7682049, -73.968379]"
"21 EAST 66TH STREET New York, NY 10065","[40.7682049, -73.968379]"
"660 PARK AVENUE New York, NY 10065","[40.76823600000001, -73.96632]"
"53 EAST 67TH   STREET                     New York, NY 10065","[40.7682541, -73.966485]"
"230 EAST 71ST STREET New York, NY 10021","[40.7682671, -73.95972359999999]"
"320 EAST 72ND   STREET New York, NY 10021","[40.7682884, -73.9577031]"
"353 EAST 72ND   STREET New York, NY 10021","[40.768308, -73.956458]"
"353 EAST 72 STREET New York, NY 10021","[40.768308, -73.956458]"
"1355 ONE AVENUE                           New York, NY 10021","[40.7683489, -73.9559582]"
"47 EAST 67TH STREET New York, NY 10065","[40.76836600000001, -73.966636]"
"147 EAST 69TH   STREET                    New York, NY 10021","[40.7683994, -73.96296079999999]"
"1359 1 AVENUE                             New York, NY 10021","[40.7684496, -73.9558618]"
"484 EAST 74TH   STREET                    New York, NY 10021","[40.7684569, -73.9538688]"
"188 EAST 70TH   STREET                    New York, NY 10021","[40.7684633, -73.96194679999999]"
"482 EAST 74TH STREET New York, NY 10021","[40.7684699, -73.9539607]"
"131 EAST 69TH STREET New York, NY 10021","[40.7684723, -73.963252]"
"39 EAST 67TH STREET                       New York, NY 10065","[40.7684977, -73.9669097]"
"530 EAST 76TH STREET New York, NY 10021","[40.7685029, -73.94998850000002]"
"530 EAST 76TH   STREET New York, NY 10021","[40.7685029, -73.94998850000002]"
"325 EAST 72 STREET New York, NY 10021","[40.7685152, -73.95699139999999]"
"1 EAST 66TH New York, NY 10065","[40.7685235, -73.96926909999999]"
"1 EAST 66 STREET New York, NY 10065","[40.7685235, -73.96926909999999]"
"174 EAST 70TH   STREET New York, NY 10021","[40.7685475, -73.9623065]"
"1372 1 AVENUE                             New York, NY 10021","[40.7685626, -73.9551546]"
"249 EAST 71ST   STREET New York, NY 10021","[40.7685799, -73.95941359999999]"
"511 EAST 75TH   STREET                    New York, NY 10021","[40.7685926, -73.95129730000001]"
"160 EAST 70TH   STREET New York, NY 10021","[40.7686629, -73.96271999999999]"
"444 EAST 75TH STREET New York, NY 10021","[40.7686634, -73.9527438]"
"444 E 75TH ST New York, NY 10021","[40.7686634, -73.9527438]"
"315 EAST 72ND STREET New York, NY 10021","[40.7687502, -73.9571521]"
"955 LEXINGTON AVENUE New York, NY 10021","[40.7687502, -73.96312150000001]"
"129 EAST 69TH STREET New York, NY 10021","[40.7687653, -73.9638365]"
"520 EAST 76TH   STREET                    New York, NY 10021","[40.7687718, -73.95092989999999]"
"520 EAST 76TH STREET New York, NY 10021","[40.7687718, -73.95092989999999]"
"1416 YORK AVENUE                          New York, NY 10021","[40.7688253, -73.9518483]"
"1382 FIRST AVENUE                         New York, NY 10021","[40.7688437, -73.9549084]"
"417 EAST 74TH STREET                      New York, NY 10021","[40.76886469999999, -73.9540138]"
"684 PARK AVENUE                           New York, NY 10065","[40.768923, -73.9659099]"
"1218 3 AVENUE                             New York, NY 10021","[40.768969, -73.96159899999999]"
"345 EAST 73RD   STREET New York, NY 10021","[40.76899239999999, -73.95614189999999]"
"345 E 73 STREET New York, NY 10021","[40.76899239999999, -73.95614189999999]"
"345 E. 73RD STREET New York, NY 10021","[40.76899239999999, -73.95614189999999]"
"1420 YORK AVENUE                          New York, NY 10021","[40.7689957, -73.95182539999999]"
"1420 YORK AVENUE New York, NY 10021","[40.7689957, -73.95182539999999]"
"176 EAST 71ST STREET New York, NY 10021","[40.7690138, -73.96158319999999]"
"136 EAST 70 STREET New York, NY 10021","[40.7690259, -73.96350029999999]"
"304 EAST 73RD STREET New York, NY 10021","[40.769048, -73.957453]"
"1231 3 AVENUE                             New York, NY 10021","[40.7690696, -73.960619]"
"401 EAST 74TH STREET New York, NY 10021","[40.7690765, -73.9546283]"
"401 EAST 74TH   STREET New York, NY 10021","[40.7690765, -73.9546283]"
"155 E 70 STREET New York, NY 10021","[40.7690787, -73.96265079999999]"
"172 EAST 71ST STREET                      New York, NY 10021","[40.7691316, -73.9618014]"
"20 EAST 68TH STREET New York, NY 10065","[40.76919609999999, -73.96770839999999]"
"35 EAST 68TH STREET New York, NY 10065","[40.7691981, -73.96668009999999]"
"857 FIFTH AVENUE New York, NY 10065","[40.7692027, -73.96888410000001]"
"48 EAST 69TH   STREET New York, NY 10021","[40.7692224, -73.9659867]"
"245 EAST 72ND  STREET New York, NY 10021","[40.7692298, -73.958897]"
"340 EAST 74TH   STREET New York, NY 10021","[40.7692488, -73.95577449999999]"
"340 EAST 74TH STREET New York, NY 10021","[40.7692488, -73.95577449999999]"
"404 EAST 75TH   STREET                    New York, NY 10021","[40.7693994, -73.95412139999999]"
"6 EAST 68TH STREET New York, NY 10065","[40.769433, -73.9683331]"
"36 EAST 69                                New York, NY 10021","[40.7694676, -73.96640459999999]"
"36 EAST 69TH STREET New York, NY 10021","[40.7694676, -73.96640459999999]"
"715 PARK AVENUE New York, NY 10021","[40.7695022, -73.9644761]"
"700 PARK AVENUE New York, NY 10021","[40.7695057, -73.965469]"
"343 EAST 74TH STREET New York, NY 10021","[40.769506, -73.955786]"
"230 EAST 73RD STREET New York, NY 10021","[40.769594, -73.958705]"
"205 E 72 ST New York, NY 10021","[40.769659, -73.960151]"
"167 EAST 71ST STREET                      New York, NY 10021","[40.769661, -73.961941]"
"215 EAST 72ND STREET New York, NY 10021","[40.7697041, -73.9596547]"
"330 EAST 75TH STREET New York, NY 10021","[40.7697707, -73.9549916]"
"239 EAST 73RD STREET New York, NY 10021","[40.7697718, -73.9582312]"
"509 EAST 77 STREET New York, NY 10075","[40.7698012, -73.9502854]"
"509 E. 77TH STREET New York, NY 10075","[40.7698012, -73.9502854]"
"517 EAST 77TH New York, NY 10075","[40.7698276, -73.95008039999999]"
"517 EAST 77 STREET New York, NY 10075","[40.7698276, -73.95008039999999]"
"435 EAST 76TH STREET                      New York, NY 10021","[40.76983329999999, -73.9523286]"
"1251 3 AVENUE New York, NY 10021","[40.769846, -73.960242]"
"210 EAST 73RD ST New York, NY 10021","[40.76986, -73.9593359]"
"210 EAST 73RD STREET New York, NY 10021","[40.76986, -73.9593359]"
"300 EAST 74 ST New York, NY 10021","[40.7698738, -73.9571388]"
"317 EAST 74TH STREET New York, NY 10021","[40.7699284, -73.95634849999999]"
"870 5 AVENUE New York, NY 10065","[40.7699404, -73.9686033]"
"315 EAST 74 STREET New York, NY 10021","[40.7699415, -73.9564403]"
"235 EAST 73RD STREET New York, NY 10021","[40.7699425, -73.95835579999999]"
"993 LEXINGTON AVENUE New York, NY 10021","[40.7699584, -73.962345]"
"135 E 71ST STREET New York, NY 10021","[40.7700131, -73.9629538]"
"508 EAST 78 STREET New York, NY 10075","[40.7700591, -73.95008039999999]"
"508 EAST 78TH STREET New York, NY 10075","[40.7700591, -73.95008039999999]"
"872 FIFTH AVENUE New York, NY 10065","[40.7700638, -73.9684931]"
"225 EAST 73RD STREET New York, NY 10021","[40.770077, -73.95866699999999]"
"225 EAST 73RD ST New York, NY 10021","[40.770077, -73.95866699999999]"
"516 EAST 78TH   STREET New York, NY 10075","[40.7700806, -73.9497454]"
"15 E 69 New York, NY 10021","[40.770102, -73.9672326]"
"15 EAST 69TH STREET New York, NY 10021","[40.770102, -73.9672326]"
"720 PARK AVENUE New York, NY 10021","[40.7701197, -73.9648479]"
"215 EAST 73RD STREET New York, NY 10021","[40.7701914, -73.9590118]"
"875 FIFTH AVENUE New York, NY 10065","[40.7701916, -73.9682413]"
"157 EAST 72ND STREET                      New York, NY 10021","[40.7702246, -73.9610093]"
"165 EAST 72ND STREET New York, NY 10021","[40.7702466, -73.96075669999999]"
"430 EAST 77 STREET New York, NY 10075","[40.7702956, -73.9522846]"
"41 EAST 70TH   STREET                     New York, NY 10021","[40.77035980000001, -73.96562399999999]"
"737 PARK AVENUE New York, NY 10021","[40.7703877, -73.9638745]"
"140 E 72ND STREET New York, NY 10021","[40.7704055, -73.9625719]"
"524 EAST 79TH   STREET                    New York, NY 10075","[40.770424, -73.94891]"
"424 EAST 77TH STREET New York, NY 10075","[40.7704279, -73.9525371]"
"255 EAST 74TH STREET                      New York, NY 10021","[40.7704492, -73.95772749999999]"
"370 EAST 76TH STREET New York, NY 10021","[40.7704513, -73.9548752]"
"370 EAST 76TH STRET New York, NY 10021","[40.7704513, -73.9548752]"
"370 E. 76 ST New York, NY 10021","[40.7704513, -73.9548752]"
"730 PARK AVENUE New York, NY 10021","[40.7704689, -73.9648588]"
"33 EAST 70TH STREET New York, NY 10021","[40.770474, -73.9658606]"
"33 EAST 70TH   STREET New York, NY 10021","[40.770474, -73.9658606]"
"126 EAST 72ND   STREET                    New York, NY 10021","[40.7705148, -73.9629149]"
"10 EAST 70TH STREET New York, NY 10021","[40.7705461, -73.9670704]"
"311 EAST 75 STREET New York, NY 10021","[40.7705866, -73.9559582]"
"435 E. 77TH ST. New York, NY 10075","[40.7706042, -73.9522846]"
"435 EAST 77TH STREET New York, NY 10075","[40.7706042, -73.9522846]"
"114 EAST 72ND STREET New York, NY 10021","[40.7706312, -73.9631904]"
"181 EAST 73RD STREET New York, NY 10021","[40.77063769999999, -73.96025159999999]"
"181 EAST 73 STREET New York, NY 10021","[40.77063769999999, -73.96025159999999]"
"880 5TH AVENUE New York, NY 10021","[40.77064110000001, -73.9679604]"
"880 5 AVENUE New York, NY 10021","[40.77064110000001, -73.9679604]"
"880 FIFTH AVENUE New York, NY 10021","[40.77064110000001, -73.9679604]"
"225 E. 74TH STREET New York, NY 10021","[40.7706555, -73.95807049999999]"
"400 EAST 77TH STREET New York, NY 10075","[40.7707233, -73.95335039999999]"
"400 EAST 77 ST New York, NY 10075","[40.7707233, -73.95335039999999]"
"1461 1 AVENUE New York, NY 10075","[40.7707242, -73.9542132]"
"214 EAST 74TH   STREET                    New York, NY 10021","[40.77072769999999, -73.9590371]"
"740 PARK AVE New York, NY 10021","[40.7707469, -73.96468270000001]"
"1472 YORK AVENUE New York, NY 10075","[40.770818, -73.9506838]"
"200 EAST 74TH STREET New York, NY 10021","[40.7708195, -73.9595235]"
"504 EAST 79TH   STREET New York, NY 10075","[40.7708687, -73.9498049]"
"207 E. 74TH STREET New York, NY 10021","[40.7708882, -73.95862149999999]"
"442 EAST 78TH   STREET New York, NY 10075","[40.7708956, -73.9517565]"
"175 EAST 73RD   STREET New York, NY 10021","[40.7709, -73.960633]"
"515 EAST 79 STREET New York, NY 10075","[40.7709564, -73.9487946]"
"888 FIFTH AVENUE New York, NY 10021","[40.7709749, -73.96777999999999]"
"343 EAST 76TH STREET                      New York, NY 10021","[40.771103, -73.9553842]"
"50 EAST 72ND STREET                       New York, NY 10021","[40.7711487, -73.9646597]"
"1479 1 AVENUE                             New York, NY 10075","[40.7712328, -73.9537885]"
"505 EAST 79TH   STREET New York, NY 10075","[40.7713185, -73.949713]"
"775 PARK AVENUE New York, NY 10021","[40.7713321, -73.96323629999999]"
"175 EAST 74TH STREET New York, NY 10021","[40.7713442, -73.9599107]"
"419 EAST 78TH STREET New York, NY 10075","[40.7713461, -73.9519402]"
"240 EAST 76 STREET New York, NY 10021","[40.7713582, -73.95690379999999]"
"240 E 76TH STREET New York, NY 10021","[40.7713582, -73.95690379999999]"
"240 EAST 76TH ST New York, NY 10021","[40.7713582, -73.95690379999999]"
"415 EAST 78TH   STREET                    New York, NY 10075","[40.77137219999999, -73.9521239]"
"324 EAST 77TH   STREET                    New York, NY 10075","[40.7714175, -73.9551546]"
"345 EAST 77TH ST New York, NY 10075","[40.7714186, -73.9542132]"
"501 EAST 79 STREET New York, NY 10075","[40.7714272, -73.9500216]"
"501 EAST 79TH ST. New York, NY 10075","[40.7714272, -73.9500216]"
"501 E 79TH STREET New York, NY 10075","[40.7714272, -73.9500216]"
"501 EAST 79TH STREET New York, NY 10075","[40.7714272, -73.9500216]"
"1485 1 AVENUE New York, NY 10075","[40.7714465, -73.9537311]"
"440 EAST 79TH ST New York, NY 10075","[40.7714766, -73.9513662]"
"440 EAST 79 STREET New York, NY 10075","[40.7714766, -73.9513662]"
"57 EAST 72ND   STREET New York, NY 10021","[40.7715419, -73.964114]"
"525 EAST 80TH   STREET                    New York, NY 10075","[40.7715608, -73.9482815]"
"399 EAST 78TH STREET New York, NY 10075","[40.7716231, -73.952793]"
"1491 1 AVENUE New York, NY 10075","[40.771627, -73.953616]"
"1496 1 AVENUE New York, NY 10075","[40.7716797, -73.95294109999999]"
"510 EAST 80TH STREET New York, NY 10075","[40.7716811, -73.9494145]"
"510 EAST 80TH   STREET                    New York, NY 10075","[40.7716811, -73.9494145]"
"241 EAST 76TH ST New York, NY 10075","[40.7717029, -73.9566964]"
"241 E 76TH STREET New York, NY 10075","[40.7717029, -73.9566964]"
"241 E 76 ST New York, NY 10075","[40.7717029, -73.9566964]"
"157 EAST 74TH STREET                      New York, NY 10021","[40.7717444, -73.96059439999999]"
"157 EAST 74TH STREET New York, NY 10021","[40.7717444, -73.96059439999999]"
"770 PARK AVENUE New York, NY 10021","[40.771789, -73.96393499999999]"
"348 EAST 78TH STREET New York, NY 10075","[40.7718089, -73.954041]"
"785 PARK AVENUE New York, NY 10021","[40.7718187, -73.9628676]"
"188 EAST 75TH STREET New York, NY 10021","[40.7718652, -73.9599302]"
"186 EAST 75TH STREET New York, NY 10021","[40.7718768, -73.9600794]"
"900 5TH AVENUE New York, NY 10021","[40.7718918, -73.9672362]"
"6 EAST 72ND   STREET New York, NY 10021","[40.7719022, -73.9664315]"
"182 EAST 75TH   STREET                    New York, NY 10021","[40.7719044, -73.9602057]"
"182 EAST 75TH STREET                      New York, NY 10021","[40.7719044, -73.9602057]"
"315 EAST 77TH STREET New York, NY 10075","[40.771919, -73.9551546]"
"31 EAST 72ND STREET New York, NY 10021","[40.7719215, -73.9650839]"
"404 EAST 79TH STREET New York, NY 10075","[40.7719586, -73.952317]"
"404 EAST 79TH ST                          New York, NY 10075","[40.7719586, -73.952317]"
"4 EAST 72ND STREET New York, NY 10021","[40.7719819, -73.9664505]"
"425 EAST 79TH   STREET New York, NY 10075","[40.7719906, -73.9511825]"
"40 EAST END AVENUE                        New York, NY 10028","[40.771992, -73.94736499999999]"
"303 EAST 77TH STREET New York, NY 10075","[40.7719956, -73.955655]"
"225 EAST 76TH STREET New York, NY 10021","[40.772008, -73.95732199999999]"
"135 EAST 74TH STREET New York, NY 10021","[40.7720159, -73.96141209999999]"
"520 EAST 81ST STREET New York, NY 10028","[40.7720164, -73.9483813]"
"520 EAST 81ST                             New York, NY 10028","[40.7720164, -73.9483813]"
"907 5 AVENUE New York, NY 10021","[40.7720858, -73.9669097]"
"791 PARK AVENUE New York, NY 10021","[40.7720886, -73.96276519999999]"
"221 EAST 76TH STREET New York, NY 10021","[40.77209200000001, -73.957521]"
"221 EAST 76TH ST New York, NY 10021","[40.77209200000001, -73.957521]"
"1051 LEXINGTON AVENUE                     New York, NY 10021","[40.77212249999999, -73.9607223]"
"1 GRACIE TERRACE New York, NY 10028","[40.7722065, -73.9457867]"
"157 EAST 75TH   STREET New York, NY 10021","[40.77226760000001, -73.96018269999999]"
"157 EAST 75TH STREET New York, NY 10021","[40.77226760000001, -73.96018269999999]"
"784 PARK AVENUE New York, NY 10021","[40.7723613, -73.96342]"
"188 EAST 76TH   STREET New York, NY 10021","[40.7724026, -73.9592035]"
"188 EAST 76TH STREET New York, NY 10021","[40.7724026, -73.9592035]"
"212 EAST 77TH New York, NY 10075","[40.772405, -73.9575009]"
"212 EAST 77TH STREET New York, NY 10075","[40.772405, -73.9575009]"
"212 EAST 77TH   STREET New York, NY 10075","[40.772405, -73.9575009]"
"212-214 EAST 77TH STREET New York, NY 10075","[40.772405, -73.9575009]"
"519 EAST 81ST STREET New York, NY 10028","[40.7724196, -73.94830089999999]"
"519 EAST 81ST ST New York, NY 10028","[40.7724196, -73.94830089999999]"
"554 EAST 82ND   STREET                    New York, NY 10028","[40.7724477, -73.9472103]"
"554 EAST 82ND STREET                      New York, NY 10028","[40.7724477, -73.9472103]"
"500 EAST 81ST STREET                      New York, NY 10028","[40.7724506, -73.9491964]"
"120 EAST 75TH   STREET New York, NY 10021","[40.7724635, -73.9615603]"
"910 FIFTH AVENUE New York, NY 10021","[40.772478, -73.966459]"
"243 EAST 77TH STREET New York, NY 10075","[40.77250250000001, -73.9566626]"
"301 EAST 78TH STREET New York, NY 10075","[40.7725754, -73.9552149]"
"301 E 78 ST New York, NY 10075","[40.7725754, -73.9552149]"
"123 E 75TH ST New York, NY 10021","[40.7726027, -73.9610816]"
"330 EAST 79TH STREET New York, NY 10075","[40.772614, -73.9539377]"
"330 EAST 79 STREET New York, NY 10075","[40.772614, -73.9539377]"
"202 E 77                                  New York, NY 10075","[40.77264539999999, -73.95798980000001]"
"524 EAST 82ND   STREET                    New York, NY 10028","[40.7726501, -73.9478876]"
"1524 1ST AVENUE New York, NY 10075","[40.7726839, -73.9521239]"
"912 FIFTH AVENUE New York, NY 10021","[40.7727054, -73.9665194]"
"322 EAST 79TH   STREET                    New York, NY 10075","[40.7727158, -73.9541788]"
"34 EAST 74TH STREET New York, NY 10021","[40.7727548, -73.96401689999999]"
"32 EAST 74TH   STREET New York, NY 10021","[40.7727566, -73.96409729999999]"
"516 EAST 82ND STREET New York, NY 10028","[40.7727632, -73.9481402]"
"815 PARK AVENUE New York, NY 10021","[40.7727733, -73.9621113]"
"333 EAST 79 STREET New York, NY 10075","[40.7728058, -73.9531348]"
"55 EAST 74TH   STREET                     New York, NY 10021","[40.7728222, -73.9632019]"
"205 EAST 77TH   STREET New York, NY 10075","[40.7728702, -73.9575359]"
"205 EAST 77TH   STREET                    New York, NY 10075","[40.7728702, -73.9575359]"
"205 E 77TH ST New York, NY 10075","[40.7728702, -73.9575359]"
"205 E 77TH STREET New York, NY 10075","[40.7728702, -73.9575359]"
"205 EAST 77TH New York, NY 10075","[40.7728702, -73.9575359]"
"155 EAST 76TH STREET New York, NY 10021","[40.7728706, -73.9595399]"
"205 EAST 77TH ST New York, NY 10075","[40.7728758, -73.9575315]"
"205 EAST 77TH STREET New York, NY 10075","[40.7728758, -73.9575315]"
"308 EAST 79 ST New York, NY 10075","[40.7729143, -73.9545576]"
"525 E 82ND STREET New York, NY 10028","[40.7729367, -73.947394]"
