Full Address,LatLong
"116 EAST 68 STREET New York, NY 10065","[40.7680627, -73.9649353]"
"350 EAST 72ND   STREET New York, NY 10021","[40.7680605, -73.9569554]"
"410 EAST 73RD STREET New York, NY 10021","[40.767988, -73.9548446]"
"212 EAST 70TH   STREET                    New York, NY 10021","[40.7679382, -73.9608026]"
"53 EAST 66TH STREET New York, NY 10065","[40.767899, -73.96746499999999]"
"650 PARK AVENUE New York, NY 10065","[40.767871, -73.96673299999999]"
"321 EAST 71ST STREET New York, NY 10021","[40.767835, -73.9576342]"
"321 EAST 71ST   STREET New York, NY 10021","[40.767835, -73.9576342]"
"399 EAST 72ND STREET New York, NY 10021","[40.7678227, -73.9554976]"
"300 EAST 71ST STREET New York, NY 10021","[40.7678083, -73.9585353]"
"300 EAST 71ST ST New York, NY 10021","[40.7678083, -73.9585353]"
"300 E 71ST STREET New York, NY 10021","[40.7678083, -73.9585353]"
"300 EAST 71ST   STREET New York, NY 10021","[40.7678083, -73.9585353]"
"150 EAST 69TH ST New York, NY 10065","[40.7678001, -73.9629685]"
"150 EAST 69TH STREET New York, NY 10065","[40.7678001, -73.9629685]"
"150 EAST 69TH New York, NY 10065","[40.7678001, -73.9629685]"
"1344 1 AVENUE New York, NY 10021","[40.7677799, -73.9553634]"
"233 EAST 70TH STREET New York, NY 10021","[40.7677653, -73.9595518]"
"115 EAST 67TH STREET New York, NY 10065","[40.7677517, -73.9653256]"
"834 FIFTH AVENUE New York, NY 10065","[40.7676557, -73.9702157]"
"1325 1 AVENUE New York, NY 10021","[40.7675501, -73.9562785]"
"522 EAST 74TH   STREET                    New York, NY 10021","[40.767526, -73.9516646]"
"200 E. 69 ST                              New York, NY 10021","[40.76751, -73.96175400000001]"
"54 EAST 66TH STREET New York, NY 10065","[40.767504, -73.967587]"
"307 EAST 70TH   STREET                    New York, NY 10021","[40.7673999, -73.95864449999999]"
"20 EAST 65TH STREET New York, NY 10065","[40.7673323, -73.9692974]"
"315 EAST 70 STREET                        New York, NY 10021","[40.7673126, -73.9584378]"
"420 EAST 72 ST New York, NY 10021","[40.7672544, -73.9553153]"
"420 EAST 72ND STREET New York, NY 10021","[40.7672544, -73.9553153]"
"1160 THIRD AVE. New York, NY 10065","[40.7671346, -73.9629075]"
"1160 3RD AVE New York, NY 10065","[40.7671346, -73.9629075]"
"1156 3 AVENUE New York, NY 10065","[40.7671067, -73.96298999999999]"
"205 EAST 68TH   STREET New York, NY 10065","[40.7670912, -73.96162919999999]"
"310 EAST 70 STREET New York, NY 10021","[40.7670733, -73.9587952]"
"310 E. 70TH STREET New York, NY 10021","[40.7670733, -73.9587952]"
"310 EAST 70TH STREET New York, NY 10021","[40.7670733, -73.9587952]"
"825 5 AVENUE New York, NY 10065","[40.7670294, -73.9705601]"
"825 FIFTH AVENUE                          New York, NY 10065","[40.7670294, -73.9705601]"
"19-21 EAST 64TH STREET New York, NY 10065","[40.76701389999999, -73.9693216]"
"30 EAST 65TH   STREET New York, NY 10065","[40.7669885, -73.96844089999999]"
"30 EAST 65TH STREET New York, NY 10065","[40.7669885, -73.96844089999999]"
"55 EAST 65TH STREET New York, NY 10065","[40.7669715, -73.96743769999999]"
"422 EAST 72ND STREET New York, NY 10021","[40.76691530000001, -73.9549414]"
"422 EAST 72ND   STREET                    New York, NY 10021","[40.76691530000001, -73.9549414]"
"44 EAST 65TH STREET New York, NY 10065","[40.766878, -73.9680691]"
"733 MADISON AVENUE New York, NY 10065","[40.7668655, -73.9687442]"
"12-14 EAST 64TH STREET New York, NY 10065","[40.766839, -73.970028]"
"14 EAST 64TH STREET New York, NY 10065","[40.766839, -73.970028]"
"301 EAST 69TH STREET New York, NY 10021","[40.766825, -73.959278]"
"167 EAST 67TH STREET New York, NY 10065","[40.7668244, -73.9633087]"
"167 EAST 67 STREET New York, NY 10065","[40.7668244, -73.9633087]"
"116 EAST 66 ST New York, NY 10065","[40.76672060000001, -73.9658077]"
"116 E 66TH ST New York, NY 10065","[40.76672060000001, -73.9658077]"
"625 PARK AVENUE New York, NY 10065","[40.7667158, -73.96658830000001]"
"330 E. 70TH STREET New York, NY 10021","[40.7666941, -73.9578868]"
"330 EAST 70TH STREET New York, NY 10021","[40.7666941, -73.9578868]"
"29 EAST 64TH STREET New York, NY 10065","[40.7666912, -73.9687234]"
"31 EAST 64TH   STREET New York, NY 10065","[40.7666526, -73.9686435]"
"515 E. 72ND STREET                        New York, NY 10021","[40.7666261, -73.9528235]"
"515 EAST 72ND ST New York, NY 10021","[40.7666261, -73.9528235]"
"515 EAST 72TH STREET New York, NY 10021","[40.7666261, -73.9528235]"
"515 EAST 72 STREET New York, NY 10021","[40.7666261, -73.9528235]"
"515 EAST 72ND STREET New York, NY 10021","[40.7666261, -73.9528235]"
"515 EAST 72ND   STREET                    New York, NY 10021","[40.7666261, -73.9528235]"
"521-523 EAST 72ND   STREET New York, NY 10021","[40.7665605, -73.9523301]"
"523 EAST 72ND   STREET                    New York, NY 10021","[40.7665605, -73.9523301]"
"1306 SECOND AVENUE New York, NY 10065","[40.7665469, -73.95970059999999]"
"338 EAST 70TH   STREET                    New York, NY 10021","[40.7665101, -73.9575424]"
"201 EAST 67 ST New York, NY 10065","[40.7664934, -73.9624749]"
"316 EAST 69TH   STREET                    New York, NY 10021","[40.766452, -73.959313]"
"57 EAST 64TH   STREET                     New York, NY 10065","[40.76644, -73.967872]"
"139 EAST 66TH   STREET New York, NY 10065","[40.7664148, -73.9639949]"
"139 EAST 66TH STREET New York, NY 10065","[40.7664148, -73.9639949]"
"125 EAST 65TH   STREET                    New York, NY 10065","[40.76638639999999, -73.9658995]"
"252 EAST 68TH   STREET New York, NY 10065","[40.7663228, -73.960906]"
"712 MADISON AVENUE                        New York, NY 10065","[40.7663186, -73.9696991]"
"333 EAST 69TH New York, NY 10021","[40.7663184, -73.9580934]"
"333 EAST 69TH ST New York, NY 10021","[40.7663184, -73.9580934]"
"333 EAST 69 STREET New York, NY 10021","[40.7663184, -73.9580934]"
"812 FIFTH AVENUE New York, NY 10065","[40.7662799, -73.9711914]"
"219 EAST 67TH   STREET                    New York, NY 10065","[40.7662774, -73.9614685]"
"710 MADISON AVENUE                        New York, NY 10065","[40.766272, -73.9697106]"
"315 E. 68TH STREET New York, NY 10065","[40.7662371, -73.95960219999999]"
"531 EAST 72ND STREET New York, NY 10021","[40.7662286, -73.9517197]"
"715 MADISON AVENUE New York, NY 10065","[40.7662003, -73.9692055]"
"535 EAST 72ND STREET New York, NY 10021","[40.7661682, -73.9517316]"
"345 EAST 69TH STREET New York, NY 10021","[40.7661653, -73.957714]"
"345 E 69TH ST New York, NY 10021","[40.7661653, -73.957714]"
"400 EAST 70TH STREET New York, NY 10021","[40.7661506, -73.9568006]"
"810 FIFTH AVENUE New York, NY 10065","[40.766139, -73.971223]"
"520 EAST 72ND   STREET New York, NY 10021","[40.766117, -73.9527438]"
"520 EAST 72ND ST New York, NY 10021","[40.766117, -73.9527438]"
"105 EAST 64TH STREET New York, NY 10065","[40.76609699999999, -73.967055]"
"227 EAST 67TH   STREET                    New York, NY 10065","[40.7660791, -73.9612274]"
"222-250 EAST 67TH STREET                  New York, NY 10065","[40.7660738, -73.9609863]"
"201 EAST 66 New York, NY 10065","[40.7660538, -73.96290789999999]"
"360 EAST 69TH   STREET                    New York, NY 10021","[40.7659639, -73.958158]"
"162 EAST 66TH   STREET                    New York, NY 10065","[40.765952, -73.964022]"
"220 E 67TH STREET New York, NY 10065","[40.7659473, -73.9619965]"
"220 EAST 67TH   STREET New York, NY 10065","[40.7659473, -73.9619965]"
"26 EAST 63RD   STREET New York, NY 10065","[40.7658603, -73.96936149999999]"
"530 EAST 72ND STREET New York, NY 10021","[40.7657679, -73.9519172]"
"530 E 72 STREET New York, NY 10021","[40.7657679, -73.9519172]"
"132A EAST 65TH STREET                     New York, NY 10065","[40.7657118, -73.9650923]"
"593 PARK AVENUE                           New York, NY 10065","[40.7656561, -73.967277]"
"118 EAST 64TH STREET New York, NY 10065","[40.7655861, -73.9668523]"
"133 EAST 64TH STREET New York, NY 10065","[40.765571, -73.9660425]"
"181 EAST 65 STREET New York, NY 10065","[40.7655223, -73.96403]"
"181 EAST 65TH STREET New York, NY 10065","[40.7655223, -73.96403]"
"200 EAST 66TH   STREET New York, NY 10065","[40.7654964, -73.9631442]"
"200 EAST 66TH  STREET New York, NY 10065","[40.7654964, -73.9631442]"
"359 EAST 68TH   STREET New York, NY 10065","[40.7654584, -73.9580679]"
"359 EAST 68TH   STREET                    New York, NY 10065","[40.7654584, -73.9580679]"
"125 EAST 63RD   STREET New York, NY 10065","[40.7651694, -73.9667031]"
"30 EAST 62ND STREET New York, NY 10065","[40.7651537, -73.9699861]"
"30 EAST 62ND New York, NY 10065","[40.7651537, -73.9699861]"
"177 EAST 64TH   STREET                    New York, NY 10065","[40.76511259999999, -73.96487789999999]"
"21 EAST 61ST STREET New York, NY 10065","[40.7651038, -73.97100549999999]"
"34 E 62 STREET                            New York, NY 10065","[40.765065, -73.9696869]"
"575 PARK AVE New York, NY 10065","[40.76502199999999, -73.9676308]"
"575 PARK AVENUE New York, NY 10065","[40.76502199999999, -73.9676308]"
"200 EAST 65TH STREET                      New York, NY 10065","[40.7649552, -73.9634835]"
"200 EAST 65TH STREET New York, NY 10065","[40.7649552, -73.9634835]"
"200 EAST 65TH   STREET New York, NY 10065","[40.7649552, -73.9634835]"
"210 EAST 65TH   STREET                    New York, NY 10065","[40.7649526, -73.9633824]"
"675 MADISON AVENUE                        New York, NY 10065","[40.7649097, -73.9701698]"
"116 EAST 63RD STREET New York, NY 10065","[40.7648531, -73.9672732]"
"550 PARK AVENUE New York, NY 10065","[40.7648107, -73.96893]"
"124-126 EAST 63RD STREET                  New York, NY 10065","[40.7647744, -73.96695009999999]"
"130 EAST 63RD ST New York, NY 10065","[40.764758, -73.9667467]"
"139 EAST 63RD STREET New York, NY 10065","[40.7647349, -73.9660833]"
"139 EAST 63RD ST. New York, NY 10065","[40.7647349, -73.9660833]"
"563 PARK AVENUE New York, NY 10065","[40.7647217, -73.9678969]"
"220 EAST 65 ST                            New York, NY 10065","[40.7646582, -73.9623601]"
"220 EAST 65TH   STREET New York, NY 10065","[40.7646582, -73.9623601]"
"220 EAST 65TH                             New York, NY 10065","[40.7646582, -73.9623601]"
"220 EAST 65 STREET                        New York, NY 10065","[40.7646582, -73.9623601]"
"147 EAST 63RD STREET                      New York, NY 10065","[40.7646545, -73.9657273]"
"140 EAST 63RD STREET New York, NY 10065","[40.7644486, -73.9662417]"
"333 EAST 66TH ST New York, NY 10065","[40.7644076, -73.9591725]"
"333 EAST 66TH STREET New York, NY 10065","[40.7644076, -73.9591725]"
"400 EAST 67TH STREET                      New York, NY 10065","[40.7643329, -73.9582013]"
"530 PARK AVENUE New York, NY 10065","[40.764249, -73.9694581]"
"315 EAST 65 STREET New York, NY 10065","[40.764197, -73.960624]"
"152 EAST 63RD   STREET                    New York, NY 10065","[40.764175, -73.965949]"
"304 EAST 65TH STREET New York, NY 10065","[40.7641367, -73.96145]"
"1071 3 AVENUE New York, NY 10065","[40.7641, -73.964258]"
"166 EAST 63 STREET New York, NY 10065","[40.7640866, -73.9651703]"
"166 EAST 63RD STREET New York, NY 10065","[40.7640866, -73.9651703]"
"166 EAST 63RD STREET                      New York, NY 10065","[40.7640866, -73.9651703]"
"205 EAST  63RD STREET New York, NY 10065","[40.7640501, -73.964336]"
"250 EAST 65TH STREET New York, NY 10065","[40.7640214, -73.9621214]"
"250 EAST 65TH   STREET                    New York, NY 10065","[40.7640214, -73.9621214]"
"161 EAST 62ND   STREET                    New York, NY 10065","[40.76394700000001, -73.9658539]"
"794 LEXINGTON AVENUE                      New York, NY 10065","[40.7639085, -73.96726559999999]"
"1225 2 AVENUE                             New York, NY 10065","[40.7639021, -73.9619474]"
"341 EAST 65TH   STREET                    New York, NY 10065","[40.7638576, -73.9598498]"
"301 EAST 64 ST. New York, NY 10065","[40.7637569, -73.9616521]"
"301 EAST 64TH STREET New York, NY 10065","[40.7637569, -73.9616521]"
"1222 2 AVENUE                             New York, NY 10065","[40.7637547, -73.96179219999999]"
"175 EAST 62ND STREET New York, NY 10065","[40.7636632, -73.9655082]"
"175 E 62 ST New York, NY 10065","[40.7636632, -73.9655082]"
"118 EAST 61ST   STREET                    New York, NY 10065","[40.7636564, -73.96820679999999]"
"210 EAST 63RD STREET New York, NY 10065","[40.7636328, -73.96423209999999]"
"404 E 66TH STREET New York, NY 10065","[40.7635955, -73.95834599999999]"
"521 PARK AVENUE                           New York, NY 10065","[40.7635941, -73.9689015]"
"154 EAST 62ND   STREET                    New York, NY 10065","[40.7635456, -73.96593399999999]"
"156 EAST 62ND STREET                      New York, NY 10065","[40.76353590000001, -73.9658651]"
"132 EAST 61ST   STREET                    New York, NY 10065","[40.7634659, -73.96781659999999]"
"300 EAST 64TH   STREET                    New York, NY 10065","[40.7634372, -73.96171799999999]"
"201 EAST 62ND STREET New York, NY 10065","[40.7634085, -73.9647959]"
"230 EAST 63RD ST                          New York, NY 10065","[40.763241, -73.96342]"
"230 EAST 63RD   STREET                    New York, NY 10065","[40.763241, -73.96342]"
"150 EAST 61 STREET New York, NY 10065","[40.7632018, -73.9669387]"
"163 EAST 61ST   STREET                    New York, NY 10065","[40.7631844, -73.96617499999999]"
"301 E 63RD ST New York, NY 10065","[40.7631407, -73.9622031]"
"436 EAST 66TH STREET New York, NY 10065","[40.7631141, -73.9572669]"
"200 EAST 62ND STREET                      New York, NY 10065","[40.7630942, -73.9649721]"
"200 EAST 62ND STREET New York, NY 10065","[40.7630942, -73.9649721]"
"200 EAST 62ND New York, NY 10065","[40.7630942, -73.9649721]"
"210 EAST 62ND   STREET                    New York, NY 10065","[40.7630189, -73.9646712]"
"340 EAST 64TH                             New York, NY 10065","[40.7629691, -73.96032989999999]"
"340 EAST 64 STREET                        New York, NY 10065","[40.7629691, -73.96032989999999]"
"340 EAST 64                               New York, NY 10065","[40.7629691, -73.96032989999999]"
"340 EAST 64TH STREET New York, NY 10065","[40.7629691, -73.96032989999999]"
"340 EAST 64 STREET New York, NY 10065","[40.7629691, -73.96032989999999]"
"435 E 65TH STREET New York, NY 10065","[40.7628476, -73.9574276]"
"435 EAST 65 New York, NY 10065","[40.7628476, -73.9574276]"
"435 E 65TH ST New York, NY 10065","[40.7628476, -73.9574276]"
"228 EAST 62ND   STREET                    New York, NY 10065","[40.7628135, -73.9641087]"
"1031 3 AVENUE New York, NY 10065","[40.7627992, -73.96538559999999]"
"238 EAST 62ND   STREET                    New York, NY 10065","[40.7626907, -73.96378729999999]"
"200 EAST 61 STREET New York, NY 10065","[40.7625289, -73.9654889]"
"1010 3 AVENUE New York, NY 10065","[40.7625094, -73.9663128]"
"301 EAST 62D STREET New York, NY 10065","[40.7624212, -73.9625338]"
"300 EAST 62ND STREET New York, NY 10065","[40.7622042, -73.9627869]"
"300 EAST 62ND   STREET                    New York, NY 10065","[40.7622042, -73.9627869]"
"226 EAST 61ST STREET                      New York, NY 10065","[40.762158, -73.964715]"
"205 EAST 60TH   STREET                    New York, NY 10065","[40.7621449, -73.9655126]"
"207 EAST 60TH   STREET                    New York, NY 10065","[40.76214299999999, -73.9654259]"
"337 EAST 62ND STREET                      New York, NY 10065","[40.76214, -73.961552]"
"209 EAST 60TH   STREET                    New York, NY 10065","[40.7620874, -73.9653838]"
"238 EAST 61ST STREET                      New York, NY 10065","[40.7620679, -73.96429239999999]"
"347 E 62ND STREET New York, NY 10065","[40.762016, -73.9612609]"
"420 EAST 64 STREET New York, NY 10065","[40.761988, -73.9584378]"
"420 EAST 64RD STREET New York, NY 10065","[40.761988, -73.9584378]"
"420 EAST 64TH ST New York, NY 10065","[40.761988, -73.9584378]"
"420 EAST 64TH STREET New York, NY 10065","[40.761988, -73.9584378]"
"405 EAST 63RD STREET New York, NY 10065","[40.7619643, -73.9593562]"
"349 EAST 62ND STREET                      New York, NY 10065","[40.7619603, -73.9612963]"
"353 EAST 62ND   STREET                    New York, NY 10065","[40.7619149, -73.96111259999999]"
"1135 FIRST AVENUE                         New York, NY 10065","[40.7618544, -73.960619]"
"425 E. 63RD STREET New York, NY 10065","[40.7617185, -73.9587133]"
"1175 YORK AVENUE New York, NY 10065","[40.76167390000001, -73.95778159999999]"
"1175 YORK  AVENUE New York, NY 10065","[40.76167390000001, -73.95778159999999]"
"350 EAST 62ND ST                          New York, NY 10065","[40.7615278, -73.9611465]"
"350 EAST 62ND STREET                      New York, NY 10065","[40.7615278, -73.9611465]"
"403 EAST 62ND STREET New York, NY 10065","[40.7614157, -73.95997609999999]"
"1140 2 AVENUE                             New York, NY 10065","[40.7612039, -73.96353500000001]"
"440 E 62 New York, NY 10065","[40.7604291, -73.9587363]"
"440 EAST 62 STREET New York, NY 10065","[40.7604291, -73.9587363]"
"1643 FIRST AVENUE                         New York, NY 10028","(42.8021386, -73.9528461)"
"1140 FIRST AVENUE                         New York, NY 10065","(42.8021386, -73.9528461)"
"1724 SECOND AVENUE                        New York, NY 10128","(42.8020272, -73.9503835)"
"1355 FIRST AVENUE                         New York, NY 10021","(42.8019127755102, -73.9536078367347)"
"1601 THIRD AVENUE                         New York, NY 10128","(42.8002283, -73.9523152)"
"1465 THIRD AVENUE                         New York, NY 10028","(42.7996774285714, -73.9546087346939)"
"354 EAST 81                               New York, NY 10028","(40.9141195806452, -73.7844721290323)"
"330 EAST 65 New York, NY 10065","(40.899111, -73.777971)"
"4 EAST 95TH   STREET New York, NY 10128","(40.78679505, -73.955686739858)"
"20 EAST 95TH STREET New York, NY 10128","(40.7866152, -73.9552943914535)"
"21 EAST 94TH   STREET                     New York, NY 10128","(40.78626795, -73.9554132430403)"
"1235 PARK AVE                             New York, NY 10128","(40.7862102, -73.9524928)"
"1326 MADISON AVENUE                       New York, NY 10128","(40.7857941, -73.955381)"
"40 EAST 94TH STREET New York, NY 10128","(40.7856205, -73.9546485)"
"40 EAST 94TH STREET                       New York, NY 10128","(40.7856205, -73.9546485)"
"40 EAST 94TH   STREET New York, NY 10128","(40.7856205, -73.9546485)"
"40 EAST 94TH   STREET                     New York, NY 10128","(40.7856205, -73.9546485)"
"122 EAST 95TH   STREET                    New York, NY 10128","(40.78540255, -73.9523981958534)"
"166 EAST 96TH   STREET New York, NY 10128","(40.785342, -73.9503169215068)"
"55 EAST 93RD   STREET New York, NY 10128","(40.78523315, -73.9549592554183)"
"175 EAST 94TH STREET                      New York, NY 10128","(40.7842546, -73.9508573)"
"118 EAST 93RD   STREET                    New York, NY 10128","(40.7841046, -73.9532893225746)"
"206 EAST 95TH STREET                      New York, NY 10128","(40.7840954, -73.9493876375254)"
"206 EAST 95TH   STREET                    New York, NY 10128","(40.7840954, -73.9493876375254)"
"206 EAST 95TH   STREET New York, NY 10128","(40.7840954, -73.9493876375254)"
"206 E 95TH STREET                         New York, NY 10128","(40.7840954, -73.9493876375254)"
"1165 PARK AVENUE New York, NY 10128","(40.7840837, -73.9540511)"
"210 EAST 95TH   STREET New York, NY 10128","(40.7840055, -73.949183636625)"
"224 EAST 95TH   STREET New York, NY 10128","(40.78380935, -73.9485858915215)"
"150 E 93RD                                New York, NY 10128","(40.783805, -73.952251)"
"302 EAST 96TH   STREET                    New York, NY 10128","(40.78378615, -73.9467033416043)"
"336-338 EAST 96TH STREET                  New York, NY 10128","(40.7837847755102, -73.9462218979592)"
"123 EAST 92ND   STREET New York, NY 10128","(40.7836825, -73.9532479656289)"
"231-239 EAST 94TH STREET                  New York, NY 10128","(40.7834601428571, -73.9490398571429)"
"309 EAST 95TH   STREET                    New York, NY 10128","(40.78340965, -73.9467090208135)"
"200 EAST 94TH   STREET                    New York, NY 10128","(40.7833465, -73.9492541)"
"200 EAST 94TH STREET                      New York, NY 10128","(40.7833465, -73.9492541)"
"241-243 EAST 94TH STREET                  New York, NY 10128","(40.7833125238095, -73.9486908095238)"
"220 EAST 94TH   STREET                    New York, NY 10128","(40.7832837, -73.949105)"
"1388 LEXINGTON AVENUE New York, NY 10128","(40.7830566, -73.9532612882068)"
"17 EAST 89TH STREET New York, NY 10128","(40.7830211, -73.9577066)"
"333 EAST 95TH STREET                      New York, NY 10128","(40.7829995, -73.9457643820246)"
"333 EAST 95TH   STREET                    New York, NY 10128","(40.7829995, -73.9457643820246)"
"301 EAST 94TH   STREET New York, NY 10128","(40.7829384, -73.9474915)"
"166 EAST 92ND   STREET New York, NY 10128","(40.78270175, -73.9519471060206)"
"2 EAST 88TH STREET New York, NY 10128","(40.7826295, -73.9592321)"
"245 EAST 93RD STREET                      New York, NY 10128","(40.7825353, -73.9487536)"
"245 EAST 93RD   STREET New York, NY 10128","(40.7825353, -73.9487536)"
"1368 LEXINGTON AVENUE                     New York, NY 10128","(40.78249175, -73.9537205249177)"
"1111 PARK AVENUE New York, NY 10128","(40.7824523, -73.9552453)"
"4 EAST 88TH STREET New York, NY 10128","(40.78241065, -73.9588869499024)"
"19 EAST 88TH STREET New York, NY 10128","(40.7823797, -73.9580138643868)"
"20 EAST 88TH STREET New York, NY 10128","(40.78217695, -73.9584633111695)"
"20 EAST 88TH   STREET New York, NY 10128","(40.78217695, -73.9584633111695)"
"20 EAST 88TH   STREET                     New York, NY 10128","(40.78217695, -73.9584633111695)"
"20 EAST 88TH ST New York, NY 10128","(40.78217695, -73.9584633111695)"
"330 EAST 94TH ST New York, NY 10128","(40.78213675, -73.9466175053318)"
"330 EAST 94TH   STREET New York, NY 10128","(40.78213675, -73.9466175053318)"
"166 EAST 91ST   STREET                    New York, NY 10128","(40.7821337, -73.95243429358)"
"300 EAST 93RD   STREET                    New York, NY 10128","(40.78194295, -73.9483213363137)"
"345 EAST 93RD ST New York, NY 10128","(40.7815656, -73.9463135)"
"345 EAST 93RD   STREET New York, NY 10128","(40.7815656, -73.9463135)"
"331-333 EAST 92ND STREET New York, NY 10128","(40.7814870204082, -73.9482572244898)"
"1601 3RD AVENUE                           New York, NY 10128","(40.7814608, -73.9517461)"
"340 EAST 93RD STREET New York, NY 10128","(40.7813093, -73.9465082)"
"111 EAST 88TH   STREET New York, NY 10128","(40.7812525, -73.9551606254993)"
"200 EAST 90TH STREET New York, NY 10128","(40.7811626, -73.9518647)"
"204 EAST 90TH STREET New York, NY 10128","(40.78096655, -73.9517054779603)"
"206 EAST 90TH   STREET New York, NY 10128","(40.78096245, -73.9516050301147)"
"208 EAST 90TH STREET New York, NY 10128","(40.7809293, -73.9515264698388)"
"55 EAST 86TH                              New York, NY 10028","(40.78080292, -73.95845976)"
"3 EAST 85TH ST New York, NY 10028","(40.7807802, -73.9602704416955)"
"205 EAST 89TH STREET New York, NY 10128","(40.78065205, -73.95182669168)"
"312 EAST 91ST STREET                      New York, NY 10128","(40.78053085, -73.9487149223077)"
"314 EAST 91ST STREET                      New York, NY 10128","(40.7804984, -73.948636327634)"
"316 EAST 91ST STREET                      New York, NY 10128","(40.7804479, -73.9485182957273)"
"316 EAST 91ST   STREET                    New York, NY 10128","(40.7804479, -73.9485182957273)"
"200 EAST 89TH STREET                      New York, NY 10128","(40.7804232, -73.9521619)"
"200 EAST 89TH   STREET New York, NY 10128","(40.7804232, -73.9521619)"
"200 EAST 89TH ST                          New York, NY 10128","(40.7804232, -73.9521619)"
"333 EAST 91ST STREET New York, NY 10128","(40.7804136, -73.9472025155688)"
"227 EAST 89TH STREET                      New York, NY 10128","(40.78031365, -73.9509399520398)"
"300 EAST 90TH STREET                      New York, NY 10128","(40.7802169, -73.9496255)"
"35 EAST 85TH STREET New York, NY 10028","(40.7801727, -73.9590434)"
"35 EAST 85TH   STREET New York, NY 10028","(40.7801727, -73.9590434)"
"30 EAST 85TH   STREET                     New York, NY 10028","(40.7801679, -73.9595496)"
"30 EAST 85TH STREET                       New York, NY 10028","(40.7801679, -73.9595496)"
"350 EAST 91ST   STREET                    New York, NY 10128","(40.78015375, -73.9477538979424)"
"319 EAST 90TH   STREET                    New York, NY 10128","(40.78015065, -73.9486818879384)"
"120 EAST 87TH STREET                      New York, NY 10128","(40.7801206, -73.9553186)"
"120 EAST 87TH   STREET New York, NY 10128","(40.7801206, -73.9553186)"
"3 EAST 84TH STREET New York, NY 10028","(40.78011335, -73.9606534218564)"
"323 EAST 90TH STREET                      New York, NY 10128","(40.7800802, -73.9485248221423)"
"252 EAST 89TH STREET New York, NY 10128","(40.77983745, -73.9508729897007)"
"170 EAST 87TH                             New York, NY 10128","(40.7797833846154, -73.9543961538462)"
"324 EAST 90TH STREET New York, NY 10128","(40.77968535, -73.9486196721063)"
"313 EAST 89TH STREET New York, NY 10128","(40.7796026, -73.9494018822736)"
"334 EAST 90TH STREET                      New York, NY 10128","(40.77951985, -73.9482181063806)"
"237 EAST 88TH STREET                      New York, NY 10128","(40.77951415, -73.9511117)"
"237 EAST 88TH   STREET                    New York, NY 10128","(40.77951415, -73.9511117)"
"340 EAST 90TH STREET                      New York, NY 10128","(40.7794845, -73.9478835)"
"321 EAST 89TH STREET New York, NY 10128","(40.77947, -73.9490844155646)"
"151-155 EAST 86TH   STREET                New York, NY 10028","(40.7794653846154, -73.9552887692308)"
"40 EAST 84TH STREET New York, NY 10028","(40.779357, -73.9595973)"
"21 EAST 83RD   STREET                     New York, NY 10028","(40.77928085, -73.9606343456985)"
"331 EAST 89TH   STREET                    New York, NY 10128","(40.77924545, -73.9485176286777)"
"234 EAST 88TH   STREET                    New York, NY 10128","(40.7792348, -73.9514449418591)"
"227 EAST 87TH STREET New York, NY 10128","(40.77921375, -73.9522626081883)"
"25 EAST 83RD New York, NY 10028","(40.7792014117647, -73.9607143529412)"
"25 EAST 83RD STREET New York, NY 10028","(40.779131, -73.960536)"
"305 EAST 88TH  STREET New York, NY 10128","(40.77909915, -73.9500533672926)"
"235 EAST 87TH STREET New York, NY 10128","(40.77903835, -73.95187455)"
"389 EAST 89TH   STREET                    New York, NY 10128","(40.779026, -73.9482259)"
"389 EAST 89TH ST New York, NY 10128","(40.779026, -73.9482259)"
"348 EAST 89TH   STREET                    New York, NY 10128","(40.77893775, -73.9487387141873)"
"348 EAST 89TH STREET                      New York, NY 10128","(40.77893775, -73.9487387141873)"
"319 EAST 88TH   STREET                    New York, NY 10128","(40.7788945, -73.9496040115913)"
"315 EAST 88TH STREET New York, NY 10128","(40.7788835, -73.9498305)"
"354 EAST 89TH   STREET New York, NY 10128","(40.77884035, -73.9485056349325)"
"103 EAST 84TH   STREET New York, NY 10028","(40.7788202, -73.9574949164518)"
"40 EAST 83RD STREET New York, NY 10028","(40.7787195, -73.9600538)"
"242 EAST 87TH   STREET New York, NY 10128","(40.77864885, -73.9520531959019)"
"119 EAST 84TH   STREET New York, NY 10028","(40.7785602, -73.9571856)"
"250 EAST 87TH  STREET New York, NY 10028","(40.7785428, -73.9516717)"
"4 EAST 82ND STREET New York, NY 10028","(40.77853765, -73.9618482623744)"
"301 EAST 87TH STREET New York, NY 10128","(40.778532, -73.9508185)"
"311 EAST 87TH STREET New York, NY 10128","(40.7784734081633, -73.9508404489796)"
"49 EAST 82ND STREET New York, NY 10028","(40.77827765, -73.9601413007292)"
"360 EAST 88TH STREET New York, NY 10128","(40.7782758, -73.9490193)"
"360 EAST 88TH   STREET                    New York, NY 10128","(40.7782758, -73.9490193)"
"360 EAST 88TH   STREET New York, NY 10128","(40.7782758, -73.9490193)"
"360 E. 88TH STREET                        New York, NY 10128","(40.7782758, -73.9490193)"
"360 EAST 88TH STREET                      New York, NY 10128","(40.7782758, -73.9490193)"
"22 EAST 82ND STREET New York, NY 10028","(40.77825015, -73.9611997409779)"
"22 EAST 82ND   STREET                     New York, NY 10028","(40.77825015, -73.9611997409779)"
"350 EAST 88TH   STREET                    New York, NY 10128","(40.77822535, -73.9492110115326)"
